"source","target","type","weights"
"Lopez-Joseph","Daniel Hicks","Shareholder",1
"Lopez-Myers","Robert Banks","Shareholder",1
"Lopez-Richard","Sandra Wolfe","Company Contacts",1
"Lopez-Sexton","David Kennedy","Shareholder",1
"Lopez-Smith","Donald Higgins","Shareholder",1
"Lopez-Smith","James Avery","Shareholder",1
"Love LLC","Audrey Rodriguez MD","Shareholder",1
"Love PLC","Brian Douglas","Shareholder",1
"Love and Sons","Tonya Parker","Shareholder",1
"Love, Carson and Bailey","Robert Smith","Shareholder",1
"Love, Hart and Franklin","Stacy Leonard MD","Shareholder",1
"Love, Lopez and Smith","David Stanley","Company Contacts",1
"Love, Smith and Erickson","Jessica Rowe","Company Contacts",1
"Love-Guerrero","Joseph Glass","Shareholder",1
"Love-Howe","Dr. Patricia Maldonado MD","Shareholder",1
"Love-Perry","Lindsey Martin","Shareholder",1
"Lowe Inc","Steve Cox","Shareholder",1
"Lowe LLC","Christine Wright","Shareholder",1
"Lowe Ltd","Austin Rollins","Company Contacts",1
"Lowe PLC","Jesse Jennings","Shareholder",1
"Lowe, Clark and Palmer","Charles Hernandez","Shareholder",1
"Lowe, Rowe and Ellis","Stephen Davis","Shareholder",1
"Lowe-Johnson","Haley Lin","Shareholder",1
"Lowe-Kim","Angela Jackson","Shareholder",1
"Lowery Group","Eugene Brown","Company Contacts",1
"Lowery LLC","David Newton","Shareholder",1
"Lowery-Flynn","Carol Lara DDS","Shareholder",1
"Lozano Ltd","Stacy Bailey","Shareholder",1
"Lozano and Sons","Melissa Scott","Company Contacts",1
"Lozano, Rodriguez and Sherman","Frank Martinez","Shareholder",1
"Lozano, Snyder and Liu","Joseph Pratt","Shareholder",1
"Lozano, Watson and Lin","Allison Snow","Shareholder",1
"Lozano-Howard","Dustin Mccall","Company Contacts",1
"Ltd. Liability Co Company","Shawn Campbell","Company Contacts",1
"Ltd. Liability Co Plc","Gabriella Pratt","Shareholder",1
"Ltd. Liability Co Plc","Mary Gaines","Company Contacts",1
"Ltd. Liability Co Plc","Nathan Miller","Shareholder",1
"Ltd. Liability Co S.p.A.","Jamie Perez","Company Contacts",1
"Ltd. Liability Co S.p.A.","Patrick Hoffman","Shareholder",1
"Ltd. Liability Co S.p.A.","Ricardo Rubio","Shareholder",1
"Ltd. Liability Co SRL","William Vazquez","Company Contacts",1
"Ltd. Liability Co Sp","Bradley Campbell","Company Contacts",1
"Ltd. Liability Co Sp","Cheryl Black","Shareholder",1
"Ltd. Liability Co Sp","Crystal Martinez","Shareholder",1
"Ltd. Liability Co Sp","Daniel Herrera","Shareholder",1
"Ltd. Liability Co Sp","Debra Bowman","Shareholder",1
"Ltd. Liability Co Sp","Emily Mccoy","Shareholder",1
"Ltd. Liability Co Sp","Jason Rodriguez","Shareholder",1
"Ltd. Liability Co Sp","Johnny Smith","Shareholder",1
"Ltd. Liability Co Sp","Joseph Mack","Shareholder",1
"Ltd. Liability Co Sp","Justin Snyder","Shareholder",1
"Ltd. Liability Co Sp","Kayla Cowan","Shareholder",1
"Ltd. Liability Co Sp","Larry Ellis","Shareholder",1
"Ltd. Liability Co Sp","Laura Robinson","Shareholder",1
"Ltd. Liability Co Sp","Mark Rodriguez","Shareholder",1
"Ltd. Liability Co Sp","Mary Rangel","Shareholder",1
"Ltd. Liability Co Sp","Michael Huffman DDS","Shareholder",1
"Ltd. Liability Co Sp","Stacey Thompson","Shareholder",1
"Ltd. Liability Co Sp","Timothy Mayo","Shareholder",1
"Ltd. Liability Co Sp","Zachary Robinson","Shareholder",1
"Ltd. Liability Co ОАО","Timothy Mason","Company Contacts",1
"Luangwa River   Co Forwading","Christopher Mitchell DVM","Company Contacts",1
"Luangwa River   Co Marine","Daniel Simon","Shareholder",1
"Luangwa River   Co Marine","Mandy Figueroa","Shareholder",1
"Luangwa River   Co Marine","Shannon Miller","Company Contacts",1
"Luangwa River   Company Logistics","Carl Singleton","Company Contacts",1
"Luangwa River   Company Logistics","Chad Curtis","Shareholder",1
"Luangwa River   Company Logistics","James Avila","Shareholder",1
"Luangwa River   Company Logistics","Lauren Riley","Shareholder",1
"Luangwa River   Company Logistics","Peter Boyd","Shareholder",1
"Luangwa River   Inc Marine ecology","Dr. James Smith","Company Contacts",1
"Luangwa River   Limited Liability Company Holdings","Amy Thompson","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Andrew Barnes","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Angela Villarreal","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Ashley Smith","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Barbara Coleman","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Brandy White","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Brett Nelson","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Brittany Hicks","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Cameron Morris","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Candice Meyer","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Carlos Peterson","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Christian Gordon","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Christine Little","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Douglas Acosta","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Dr. Barbara Wallace","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Eddie Shah DDS","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Gina Stuart","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Haley Ellis","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jackie Williams","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","James Serrano","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jennifer Farley","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jennifer Johnston","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jennifer Norris","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jennifer Smith","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Jessica Moses","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","John Rubio","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Justin Gonzalez","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Katherine Anderson","Company Contacts",1
"Luangwa River   Limited Liability Company Holdings","Malik Gross","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Marvin Hurley Jr.","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Mary Martinez","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Melissa Murphy","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Mrs. Danielle Davis","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Natasha Mendoza","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Norma Russell","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Rachel Ingram","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Raymond Coffey","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Renee Rivera","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Robert Strickland","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Rodney Dunn","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Sara Pugh","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Sarah Roberts","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Sarah Scott","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Scott West","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Shawn Hudson","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Stephanie Drake","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Thomas Morris","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Toni Fisher","Shareholder",1
"Luangwa River   Limited Liability Company Holdings","Travis Hatfield","Shareholder",1
"Luangwa River   S.A. de C.V. Marine conservation","Kayla Davis","Company Contacts",1
"Luangwa River   S.A. de C.V. Marine conservation","Kevin Nichols","Shareholder",1
"Luangwa River   S.A. de C.V. Marine conservation","Susan Carlson","Shareholder",1
"Luangwa River   SRL Solutions","Richard Henry","Company Contacts",1
"Lucas Ltd","Anna Lopez","Shareholder",1
"Lucas, Hickman and Gardner","Kristina Phillips","Company Contacts",1
"Lucas, Lowery and Nguyen","James Reese","Shareholder",1
"Lucas, Thornton and Cross","Christy Little","Company Contacts",1
"Lucas, White and Whitney","Ryan Lynn","Company Contacts",1
"Lucas-Barnes","Rebecca Burton","Shareholder",1
"Lucas-Houston","Albert Johnson","Shareholder",1
"Lucas-Shelton","Lisa Johnson","Shareholder",1
"Lucas-Sullivan","Karen Stevens","Shareholder",1
"Lucero, Mcdaniel and Richardson","Nancy Sweeney","Shareholder",1
"Lucero-Barnes","Charles Fisher","Shareholder",1
"Luna Group","Jay Green","Company Contacts",1
"Luna Inc","Roger Hanson","Company Contacts",1
"Luna LLC","Jamie Rich","Shareholder",1
"Luna, Torres and Cameron","Gail Trevino","Company Contacts",1
"Luna-Mills","Cheyenne Hall","Company Contacts",1
"Lutz Inc","William Barnett","Shareholder",1
"Lutz, Adams and Ritter","Juan Perez","Shareholder",1
"Lynch Group","Anthony Woods","Shareholder",1
"Lynch Inc","Steven Washington","Shareholder",1
"Lynch LLC","Lisa Castro","Company Contacts",1
"Lynch Ltd","Karen Wolfe","Company Contacts",1
"Lynch, Atkins and Mcdonald","Cassandra Watts","Shareholder",1
"Lynch, Hatfield and Yu","Kelly Wells","Shareholder",1
"Lynch, Hood and Higgins","Gilbert Hopkins","Company Contacts",1
"Lynch, Smith and Hayes","Dale Perez","Shareholder",1
"Lynch, Walters and Harris","Melanie Garza","Shareholder",1
"Lynch-Harris","Rebecca Butler","Shareholder",1
"Lynch-Holder","Cody Hicks","Company Contacts",1
"Lynch-Kelley","Brandon Jones","Shareholder",1
"Lynch-Silva","Colton Dean","Company Contacts",1
"Lynch-White","Nathan Williams","Company Contacts",1
"Lynch-Yang","Miss Lindsey Wilson DVM","Company Contacts",1
"Lynn Group","Karen West","Shareholder",1
"Lynn and Sons","Michael Roach","Shareholder",1
"Lynn, Coleman and Barron","Sandra Brewer","Company Contacts",1
"Lynn, Jensen and Wilson","Erik Frank","Company Contacts",1
"Lyons Group","Laura Ortiz","Company Contacts",1
"Lyons Ltd","Jillian Powers","Shareholder",1
"Lyons, Burke and Weber","Daniel Reilly","Company Contacts",1
"Lyons, Marshall and Williamson","Robert Park","Company Contacts",1
"Lyons, Peterson and Mcgee","Katherine Payne","Shareholder",1
"Lyons-Anderson","Frank Soto","Shareholder",1
"Lyons-Chavez","Pamela Nichols","Shareholder",1
"Lyons-Sanchez","Angela Robinson","Shareholder",1
"Lyons-Williams","Michael Fuentes","Shareholder",1
"Maacama  Laksa GmbH & Co. KG Solutions","Colton Hopkins","Shareholder",1
"Maacama  Laksa GmbH & Co. KG Solutions","Desiree Mccann","Shareholder",1
"Maacama  Laksa GmbH & Co. KG Solutions","Justin Wilkinson","Shareholder",1
"Maacama  Laksa GmbH & Co. KG Solutions","Kimberly Nichols DDS","Company Contacts",1
"Maacama  Limited Liability Company","Brandon Zuniga","Company Contacts",1
"Macdonald, Perkins and Nelson","William Taylor","Company Contacts",1
"Macdonald-Cruz","Andrea Woods","Shareholder",1
"Macdonald-Reyes","Caitlin Payne","Shareholder",1
"Macias Ltd","Jacqueline Murillo","Company Contacts",1
"Macias and Sons","Michael Stanton","Shareholder",1
"Macias, Henderson and Washington","Peter Gilbert","Company Contacts",1
"Macias, West and Schmitt","Steven Harper","Shareholder",1
"Macias-Gordon","Judy Short","Company Contacts",1
"Macias-Jones","Richard Carter","Company Contacts",1
"Mack PLC","Mr. Timothy Rodgers","Shareholder",1
"Mack, Warren and Powell","Betty Prince","Shareholder",1
"Mack-Berry","Michelle Williams","Shareholder",1
"Mack-Carroll","Jennifer Brown","Company Contacts",1
"Madagascar   Fish S.p.A. Transport","William Williams","Company Contacts",1
"Madagascar   S.A. de C.V.","Anthony Green","Shareholder",1
"Madagascar   S.A. de C.V.","Brittany Lee","Shareholder",1
"Madagascar   S.A. de C.V.","Krista Lopez","Shareholder",1
"Madagascar   S.A. de C.V.","Laura Costa","Company Contacts",1
"Madagascar   S.A. de C.V.","Lisa Castaneda","Shareholder",1
"Madagascar   S.A. de C.V.","Richard Walker","Shareholder",1
"Madagascar   S.A. de C.V.","William Gibbs Jr.","Shareholder",1
"Madagascar Coast  AS Investment","Donald Martinez","Company Contacts",1
"Madagascar Coast  Corporation United","Mary Brown","Shareholder",1
"Madagascar Coast  Corporation United","Robert Ryan","Company Contacts",1
"Madagascar Coast  Corporation United","Sara Perez","Shareholder",1
"Madagascar Coast  GmbH Services","Amanda Singh","Shareholder",1
"Madagascar Coast  GmbH Services","Elizabeth Castillo","Company Contacts",1
"Madagascar Coast  GmbH Services","James Kelly","Shareholder",1
"Madagascar Coast  SE Line","Becky Johnson","Company Contacts",1
"Madagascar Coast  SE Line","Douglas Brewer","Shareholder",1
"Madagascar Coast  SE Line","Heather Allen","Shareholder",1
"Madagascar Coast  Seagull SE Transit","Lisa Joseph","Company Contacts",1
"Madden, Davis and Fuller","David Ryan","Company Contacts",1
"Madden-Hawkins","Shawn Stephens","Company Contacts",1
"Madden-Steele","Robert Martinez","Shareholder",1
"Madden-Walker","Tyler Howard","Shareholder",1
"Maddox Ltd","Tyler Francis","Company Contacts",1
"Maddox-Mills","Kyle Wilson","Company Contacts",1
"Madhya Pradesh   Co Forwading","Patrick Johnson","Company Contacts",1
"Madhya Pradesh   Corp Brothers","Alexander Graham","Company Contacts",1
"Madhya Pradesh   Corp Brothers","Andrew Short","Shareholder",1
"Madhya Pradesh   Corp Brothers","Maria Warren","Shareholder",1
"Madhya Pradesh   Corp Brothers","Matthew Smith","Shareholder",1
"Madhya Pradesh   Ltd. Liability Co Freight","Amy Griffith","Shareholder",1
"Madhya Pradesh   Ltd. Liability Co Freight","Chad Ramos","Shareholder",1
"Madhya Pradesh   Ltd. Liability Co Freight","Michael Smith","Company Contacts",1
"Madhya Pradesh   Marine ecology","Michelle Stewart","Company Contacts",1
"Madhya Pradesh   Marine ecology","Mrs. Michelle Collins","Shareholder",1
"Madhya Pradesh   Marine ecology","Stephen Oliver","Shareholder",1
"Madhya Pradesh   N.V. Transport","Lori Johnson","Company Contacts",1
"Madhya Pradesh   Oyj United","Joshua Jones","Company Contacts",1
"Madhya Pradesh   SE Aquatic","Ana Brown","Shareholder",1
"Madhya Pradesh   SE Aquatic","Kathryn Hansen","Company Contacts",1
"Madhya Pradesh   Seabed Company Consulting","Jessica Vincent","Company Contacts",1
"Madhya Pradesh   _ Ges.m.b.H. Logistics","Laura Graham","Company Contacts",1
"Madhya Pradesh  Market &","Kara Henderson","Company Contacts",1
"Madhya Pradesh  Market &","Kevin Richardson","Shareholder",1
"Madhya Pradesh  Market Breakwater","Tracey Mcguire","Company Contacts",1
"Madhya Pradesh  Market CJSC Submarine","Alicia Gomez","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Allison Cain","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Cody Juarez","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Connie Moses","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Dawn Mosley","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Jenny Park","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Lisa Stone","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Mary Koch","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Michael Cook","Company Contacts",1
"Madhya Pradesh  Market CJSC Submarine","Nicole Ashley","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Peter Daniels","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Robin Abbott","Shareholder",1
"Madhya Pradesh  Market CJSC Submarine","Shawn Miller","Shareholder",1
"Madhya Pradesh  Market Carriers","Michael Davis","Company Contacts",1
"Madhya Pradesh  Market Carriers","Sandra Sanders","Shareholder",1
"Madhya Pradesh  Market Corporation","Jacob Smith","Shareholder",1
"Madhya Pradesh  Market Corporation","Maria Rasmussen","Shareholder",1
"Madhya Pradesh  Market Corporation","Mrs. Valerie Jones MD","Company Contacts",1
"Madhya Pradesh  Market Inc","Andrew Harris","Shareholder",1
"Madhya Pradesh  Market Inc","Renee Austin","Company Contacts",1
"Madhya Pradesh  Market Inc","Sabrina Howell","Shareholder",1
"Madhya Pradesh  Market Incorporated","Ernest Gonzalez","Company Contacts",1
"Madhya Pradesh  Market Jetsam","Shannon Berg","Shareholder",1
"Madhya Pradesh  Market Jetsam","Tyler Clark","Company Contacts",1
"Madhya Pradesh  Market LLC","Amy Anderson","Company Contacts",1
"Madhya Pradesh  Market LLC","Cameron Williams","Shareholder",1
"Madhya Pradesh  Market Ltd. Liability Co","Raymond Carpenter","Company Contacts",1
"Madhya Pradesh  Market Oyj Shark","Stacy Phillips","Company Contacts",1
"Madhya Pradesh  Market Sp","Emily Bailey","Shareholder",1
"Madhya Pradesh  Market Sp","Travis Roman","Company Contacts",1
"Madhya Pradesh  Market ОАО","Kyle Edwards","Company Contacts",1
"Madhya Pradesh  Market ОАО","Mariah Daniels","Company Contacts",1
"Maghreb   Company Marine conservation","James Brown","Company Contacts",1
"Maharashtra   S.A. de C.V.","Amanda Walker","Company Contacts",1
"Maharashtra  LLC and Son's","Jason Griffin","Company Contacts",1
"Maharashtra Sea  AS Seagrass","Brittany Day","Shareholder",1
"Maharashtra Sea  AS Seagrass","John Walker","Shareholder",1
"Maharashtra Sea  AS Seagrass","Levi Evans","Shareholder",1
"Maharashtra Sea  AS Seagrass","Matthew Knox","Company Contacts",1
"Maharashtra Sea  Plc Cargo","Angela Boyd","Company Contacts",1
"Maharashtra Sea  Plc Cargo","Kyle Werner DDS","Shareholder",1
"Maharashtra Sea  Plc Cargo","Raymond Fuentes","Shareholder",1
"Maharashtra Sea  ОАО Shipping","Alisha Green","Shareholder",1
"Maharashtra Sea  ОАО Shipping","Christopher Jacobs","Shareholder",1
"Maharashtra Sea  ОАО Shipping","John Hill","Shareholder",1
"Maharashtra Sea  ОАО Shipping","Katherine Deleon","Company Contacts",1
"Maharashtra Sea  ОАО Shipping","Preston Cowan","Shareholder",1
"Maharashtra Sea  ОАО Shipping","Stephanie Pierce","Shareholder",1
"Maharashtra Sea  ОАО Shipping","Steve Davis","Shareholder",1
"Mahoney LLC","Dr. Daniel Holloway","Company Contacts",1
"Mahoney LLC","Holly Bradley","Shareholder",1
"Mahoney LLC","James Shaw","Shareholder",1
"Mahoney LLC","Robert Schultz","Company Contacts",1
"Mahoney PLC","Alicia Meyer","Shareholder",1
"Mahoney and Sons","Nicholas Glenn","Shareholder",1
"Mahoney, Thomas and Ellis","Shannon Johnson","Company Contacts",1
"Makumba Ltd. Liability Co","Amanda Diaz","Shareholder",1
"Makumba Ltd. Liability Co","Amanda Gibson","Shareholder",1
"Makumba Ltd. Liability Co","Anita Nguyen","Company Contacts",1
"Makumba Ltd. Liability Co","David Payne","Shareholder",1
"Makumba Ltd. Liability Co","Laura Montgomery","Shareholder",1
"Makumba Ltd. Liability Co","Lisa Collins","Shareholder",1
"Makumba Ltd. Liability Co","Martin Thomas","Shareholder",1
"Makumba Ltd. Liability Co","Matthew Li","Shareholder",1
"Makumba Ltd. Liability Co","Richard Lewis","Shareholder",1
"Makumba Ltd. Liability Co","Robert Winters","Shareholder",1
"Makumba Ltd. Liability Co","Robyn Roberts","Shareholder",1
"Makumba Ltd. Liability Co","Ronald Chen III","Shareholder",1
"Makumba Ltd. Liability Co","Stacy Erickson","Shareholder",1
"Malabar Sea Catch Corp","Erin Reyes","Shareholder",1
"Malabar Sea Catch Corp","Mark Ashley","Company Contacts",1
"Malabar Sea Catch Limited Liability Company Distribution","Kelly Orr","Shareholder",1
"Malabar Sea Catch Limited Liability Company Distribution","Mary Pierce","Shareholder",1
"Malabar Sea Catch Limited Liability Company Distribution","Shannon Larson","Company Contacts",1
"Malabar Sea Catch Regatta Kga Import","Joe Thomas","Company Contacts",1
"Malabar Sea Catch Regatta Kga Import","Julia Curtis","Shareholder",1
"Malabar Sea Catch Regatta Kga Import","William Taylor","Shareholder",1
"Malawi Rift   Corp Export","Angela Irwin","Company Contacts",1
"Malawi Rift   GmbH & Co. KG Tidepool","Aaron Manning","Shareholder",1
"Malawi Rift   GmbH & Co. KG Tidepool","Donald Burke","Shareholder",1
"Malawi Rift   GmbH & Co. KG Tidepool","Dr. Jennifer Williams","Shareholder",1
"Malawi Rift   GmbH & Co. KG Tidepool","Juan Chambers","Shareholder",1
"Malawi Rift   GmbH & Co. KG Tidepool","Linda Reid","Shareholder",1
"Malawi Rift   GmbH & Co. KG Tidepool","Patricia Mcknight","Company Contacts",1
"Malawi Rift   Laksa Ltd. Corporation Consultants","Evelyn Kelly","Company Contacts",1
"Malawi Rift   Oyj Transport","Amanda Richardson","Company Contacts",1
"Malawi Rift   Oyj Transport","Mary Holland","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Cynthia Ayala","Company Contacts",1
"Malawi Rift   S.A. de C.V. Express","David Gallegos","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Harry Baker","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Jessica Smith","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Justin Gross","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Mark Miller","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Mary Howard","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Michelle Hood","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Tara Ferrell","Shareholder",1
"Malawi Rift   S.A. de C.V. Express","Thomas Dixon","Shareholder",1
"Malawi Rift   SE Marine sanctuary","Kenneth Anderson","Company Contacts",1
"Malawi Rift   ОАО Consultants","Julie Rodriguez","Shareholder",1
"Malawi Rift   ОАО Consultants","Kimberly Porter","Company Contacts",1
"Maldonado Inc","Kevin Lee","Company Contacts",1
"Maldonado LLC","Jason Rivera","Company Contacts",1
"Maldonado, Burnett and Fischer","Mary Turner","Shareholder",1
"Maldonado-Barker","Brandon Lozano","Company Contacts",1
"Malone Group","Brittany Lambert","Company Contacts",1
"Malone Group","Christopher Thomas","Shareholder",1
"Malone Group","Eric Johnson","Shareholder",1
"Malone Group","Jill Davis","Shareholder",1
"Malone LLC","Desiree Brewer","Shareholder",1
"Malone and Sons","Daniel Reed","Company Contacts",1
"Malone, Bond and Jacobs","Madison Francis","Shareholder",1
"Malone, Smith and Mcclain","Cheryl Hurst","Shareholder",1
"Malone, Watkins and Jones","Frances Wang","Company Contacts",1
"Malone-Francis","Michael White","Company Contacts",1
"Mandalore Kga Marine sanctuary","Belinda Jones","Shareholder",1
"Mandalore Kga Marine sanctuary","Bryan Lynn","Shareholder",1
"Mandalore Kga Marine sanctuary","Cindy Manning","Shareholder",1
"Mandalore Kga Marine sanctuary","George Carter","Shareholder",1
"Mandalore Kga Marine sanctuary","James Tucker","Shareholder",1
"Mandalore Kga Marine sanctuary","Lynn Green","Shareholder",1
"Mandalore Kga Marine sanctuary","Margaret Freeman","Shareholder",1
"Mandalore Kga Marine sanctuary","Mrs. Donna Williams","Shareholder",1
"Mandalore Kga Marine sanctuary","Phillip Hughes MD","Shareholder",1
"Mandalore Kga Marine sanctuary","Rachel Rodriguez","Shareholder",1
"Mandalore Kga Marine sanctuary","Steven Martin","Shareholder",1
"Mandalore Kga Marine sanctuary","Susan Davis","Shareholder",1
"Mandalore Kga Marine sanctuary","Susan Henson","Shareholder",1
"Mandalore Kga Marine sanctuary","Tammy Stuart","Shareholder",1
"Mandalore Kga Marine sanctuary","Terry Weaver","Company Contacts",1
"Mandalore Kga Marine sanctuary","Zachary Ward","Shareholder",1
"Mandalore Pic and Son's","Paul Steele","Company Contacts",1
"Manipur   S.A. de C.V.","Elizabeth Pearson","Shareholder",1
"Manipur   S.A. de C.V.","Tina Cole","Company Contacts",1
"Manipur   S.A. de C.V. Carriers","Teresa Mclaughlin","Company Contacts",1
"Manipur  Market AG Distribution","Richard Bartlett","Company Contacts",1
"Manipur  Market CJSC Pier","Angel Graves","Company Contacts",1
"Manipur  Market Charter Boat","Jill Thornton","Shareholder",1
"Manipur  Market Co Solutions","Jeffery Burch","Company Contacts",1
"Manipur  Market Co Solutions","Mrs. Monica Mccarty","Shareholder",1
"Manipur  Market Incorporated Freight","Christina Porter","Company Contacts",1
"Manipur  Market Incorporated Freight","Diana Wilson MD","Shareholder",1
"Manipur  Market Incorporated Freight","Leslie Frye","Shareholder",1
"Manipur  Market Incorporated Freight","Mark Cline","Shareholder",1
"Manipur  Market Incorporated Freight","Michelle Ramos","Shareholder",1
"Manipur  Market Incorporated Freight","Raven Costa","Shareholder",1
"Manipur  Market Limited Liability Company","Douglas Jordan","Company Contacts",1
"Manipur  Market Ltd. Liability Co","Amanda Dennis","Company Contacts",1
"Manipur  Market Ltd. Liability Co","Cassandra Garner","Company Contacts",1
"Manipur  Market Ltd. Liability Co","Christine Davis MD","Shareholder",1
"Manipur  Market Ltd. Liability Co","Daniel Williams","Shareholder",1
"Manipur  Market Ltd. Liability Co","Haley Gutierrez","Company Contacts",1
"Manipur  Market Ltd. Liability Co","Heather Holmes","Company Contacts",1
"Manipur  Market Ltd. Liability Co","Jessica Schaefer","Shareholder",1
"Manipur  Market Ltd. Liability Co","Joel Jackson","Shareholder",1
"Manipur  Market Ltd. Liability Co","Melissa Brown","Shareholder",1
"Manipur  Market Ltd. Liability Co","Preston Alexander","Shareholder",1
"Manipur  Market Ltd. Liability Co","Robert Brown","Shareholder",1
"Manipur  Market Ltd. Liability Co Forwading","Autumn Gray","Shareholder",1
"Manipur  Market Ltd. Liability Co Forwading","Christopher Prince","Company Contacts",1
"Manipur  Market Ltd. Liability Co Forwading","Dana Johnson","Shareholder",1
"Manipur  Market S.A. de C.V. Express","Phillip Salinas","Company Contacts",1
"Mann LLC","Michael Parker","Company Contacts",1
"Mann LLC","Scott Smith","Shareholder",1
"Mann Ltd","Jeremiah Powell","Shareholder",1
"Mann, Pruitt and Waters","Mary Rivera","Shareholder",1
"Mann-Anderson","Angela Mcguire","Company Contacts",1
"Mann-Nguyen","Alexis Knight","Shareholder",1
"Mann-Walters","Steven Carlson","Shareholder",1
"Mann-Williams","Traci Berry","Shareholder",1
"Manning and Sons","Kenneth Hughes","Shareholder",1
"Manning, Rogers and Lloyd","Deborah Hawkins","Company Contacts",1
"Manning-Jenkins","Mitchell Snyder","Shareholder",1
"Manning-Mitchell","Justin Kaufman","Shareholder",1
"Manning-White","Kurt Wilkinson","Company Contacts",1
"Mar Azul Company United","Alexandra Salinas","Shareholder",1
"Mar Azul Company United","Curtis Rubio","Company Contacts",1
"Mar Azul Company United","Kyle Mathis","Shareholder",1
"Mar de Cielo A/S Transportation","Stephanie Sims","Company Contacts",1
"Mar de Cielo AS","Alexis Patton","Shareholder",1
"Mar de Cielo AS","Levi Richards","Company Contacts",1
"Mar de Cielo AS","Megan Roth","Shareholder",1
"Mar de Cielo AS","Ronald Reeves","Shareholder",1
"Mar de Cielo Aquatic","John Frey","Shareholder",1
"Mar de Cielo Aquatic","Joseph Berry","Shareholder",1
"Mar de Cielo Aquatic","Joseph Jackson","Shareholder",1
"Mar de Cielo Aquatic","Melissa Carey","Shareholder",1
"Mar de Cielo Aquatic","Rebecca Phillips","Shareholder",1
"Mar de Cielo Aquatic","Robert Lawson","Company Contacts",1
"Mar de Cielo BV","Ashley Grimes","Company Contacts",1
"Mar de Cielo BV","Chase Harmon","Shareholder",1
"Mar de Cielo BV","Margaret Combs","Shareholder",1
