"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
1553,"Daniel Sanford","Company Contact","Unreported",NA,"Company Contact",NA,NA
1554,"Ronald Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1555,"Mark Burns","Company Contact","Unreported",NA,"Company Contact",NA,NA
1556,"Thomas Hicks","Shareholder","Unreported",NA,"Shareholder",NA,NA
1557,"John Glenn","Company Contact","Unreported",NA,"Company Contact",NA,NA
1558,"Jeffrey Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
1559,"Jennifer Gonzalez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1560,"Tommy White","Shareholder","Unreported",NA,"Shareholder",NA,NA
1561,"Dr. Cheryl Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1562,"Jack White","Shareholder","Unreported",NA,"Shareholder",NA,NA
1563,"Jeff Contreras","Shareholder","Unreported",NA,"Shareholder",NA,NA
1564,"John Wilson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1565,"Jose Park","Shareholder","Unreported",NA,"Shareholder",NA,NA
1566,"Linda Miller","Shareholder","Unreported",NA,"Shareholder",NA,NA
1567,"Louis Thomas","Shareholder","Unreported",NA,"Shareholder",NA,NA
1568,"Monica Frazier","Shareholder","Unreported",NA,"Shareholder",NA,NA
1569,"Nicholas Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1570,"Nicole Lewis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1571,"Randall Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1572,"Teresa Reese","Shareholder","Unreported",NA,"Shareholder",NA,NA
1573,"Timothy Nunez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1574,"Trevor Dean","Shareholder","Unreported",NA,"Shareholder",NA,NA
1575,"Brady Maynard","Company Contact","Unreported",NA,"Company Contact",NA,NA
1576,"Teresa Santiago","Company Contact","Unreported",NA,"Company Contact",NA,NA
1577,"Curtis Munoz","Company Contact","Unreported",NA,"Company Contact",NA,NA
1578,"Abigail Carlson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1579,"William Taylor","Company Contact","Unreported",NA,"Company Contact",NA,NA
1580,"Dr. Richard Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1581,"Melissa Anderson MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
1582,"Rhonda Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1583,"Russell Young","Company Contact","Unreported",NA,"Company Contact",NA,NA
1584,"Kristina Cobb","Shareholder","Unreported",NA,"Shareholder",NA,NA
1585,"Michael Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
1586,"Aaron Mclaughlin","Company Contact","Unreported",NA,"Company Contact",NA,NA
1587,"Gary Hoffman","Shareholder","Unreported",NA,"Shareholder",NA,NA
1588,"Justin Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1589,"Mackenzie Warner","Shareholder","Unreported",NA,"Shareholder",NA,NA
1590,"Robert Griffin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1591,"Tiffany Moss","Company Contact","Unreported",NA,"Company Contact",NA,NA
1592,"Zachary Sheppard","Shareholder","Unreported",NA,"Shareholder",NA,NA
1593,"Andrew Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
1594,"Edward Hampton","Company Contact","Unreported",NA,"Company Contact",NA,NA
1595,"Amy Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1596,"Angela Castaneda","Company Contact","Unreported",NA,"Company Contact",NA,NA
1597,"Arthur Martin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1598,"Laura Robinson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1599,"Lindsay Ingram","Shareholder","Unreported",NA,"Shareholder",NA,NA
1600,"Monica Pearson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1601,"Thomas Hansen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1602,"Todd Pham","Shareholder","Unreported",NA,"Shareholder",NA,NA
1603,"Victoria Armstrong","Shareholder","Unreported",NA,"Shareholder",NA,NA
1604,"Dr. Donald George","Company Contact","Unreported",NA,"Company Contact",NA,NA
1605,"Monica Johns MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
1606,"Anthony Barnes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1607,"Michelle Moran","Company Contact","Unreported",NA,"Company Contact",NA,NA
1608,"Cathy Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1609,"Robert Carpenter","Company Contact","Unreported",NA,"Company Contact",NA,NA
1610,"Anthony Johns","Company Contact","Unreported",NA,"Company Contact",NA,NA
1611,"Jorge Cameron","Shareholder","Unreported",NA,"Shareholder",NA,NA
1612,"Lisa Gill","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1613,"Michael Jimenez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1614,"Catherine Lin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1615,"Richard Wright","Company Contact","Unreported",NA,"Company Contact",NA,NA
1616,"Tammy Bell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1617,"Brandy Washington","Company Contact","Unreported",NA,"Company Contact",NA,NA
1618,"Sherry Lindsey","Shareholder","Unreported",NA,"Shareholder",NA,NA
1619,"Allen Wiggins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1620,"Mr. Edward Griffith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1621,"Tony Barnes","Company Contact","Unreported",NA,"Company Contact",NA,NA
1622,"Haley Phillips","Shareholder","Unreported",NA,"Shareholder",NA,NA
1623,"Mark Arellano","Shareholder","Unreported",NA,"Shareholder",NA,NA
1624,"Michele Robinson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1625,"Phillip Garcia","Shareholder","Unreported",NA,"Shareholder",NA,NA
1626,"Jeffrey Turner","Company Contact","Unreported",NA,"Company Contact",NA,NA
1627,"Tara Bailey","Company Contact","Unreported",NA,"Company Contact",NA,NA
1628,"Peter Gonzales","Company Contact","Unreported",NA,"Company Contact",NA,NA
1629,"Colton Myers","Shareholder","Unreported",NA,"Shareholder",NA,NA
1630,"Derek Jones","Company Contact","Unreported",NA,"Company Contact",NA,NA
1631,"Amanda Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1632,"Billy Lamb","Shareholder","Unreported",NA,"Shareholder",NA,NA
1633,"Chad Hall","Shareholder","Unreported",NA,"Shareholder",NA,NA
1634,"Christopher Morris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1635,"Connie Chavez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1636,"Courtney Lucas","Shareholder","Unreported",NA,"Shareholder",NA,NA
1637,"Crystal Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
1638,"Danny Sullivan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1639,"Darryl Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1640,"David Reed","Shareholder","Unreported",NA,"Shareholder",NA,NA
1641,"Douglas Martin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1642,"Gabriel Acosta","Company Contact","Unreported",NA,"Company Contact",NA,NA
1643,"James Levine","Shareholder","Unreported",NA,"Shareholder",NA,NA
1644,"Jennifer Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1645,"Julie Morse","Shareholder","Unreported",NA,"Shareholder",NA,NA
1646,"Julie Santos","Shareholder","Unreported",NA,"Shareholder",NA,NA
1647,"Kyle Johnston","Shareholder","Unreported",NA,"Shareholder",NA,NA
1648,"Michael Garcia","Shareholder","Unreported",NA,"Shareholder",NA,NA
1649,"Michele Baker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1650,"Nicholas Ellis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1651,"Noah Holmes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1652,"Todd Logan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1653,"Victoria Murphy","Shareholder","Unreported",NA,"Shareholder",NA,NA
1654,"Angela Gomez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1655,"Deborah Cooper","Shareholder","Unreported",NA,"Shareholder",NA,NA
1656,"Derrick Harris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1657,"Jennifer Herrera","Shareholder","Unreported",NA,"Shareholder",NA,NA
1658,"John Espinoza","Shareholder","Unreported",NA,"Shareholder",NA,NA
1659,"John Jordan PhD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1660,"Johnathan Hamilton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1661,"Jonathan Sandoval","Shareholder","Unreported",NA,"Shareholder",NA,NA
1662,"Judith Rodriguez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1663,"Kimberly Galvan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1664,"Kimberly Jacobs","Shareholder","Unreported",NA,"Shareholder",NA,NA
1665,"Kristen Walker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1666,"Kyle Gillespie","Shareholder","Unreported",NA,"Shareholder",NA,NA
1667,"Linda Simon","Company Contact","Unreported",NA,"Company Contact",NA,NA
1668,"Nicholas Elliott","Shareholder","Unreported",NA,"Shareholder",NA,NA
1669,"Patrick Martinez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1670,"Sally Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1671,"Samuel Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
1672,"Sarah Strickland","Shareholder","Unreported",NA,"Shareholder",NA,NA
1673,"Shari Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1674,"Steven Preston","Shareholder","Unreported",NA,"Shareholder",NA,NA
1675,"Tanner Fox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1676,"William Hale","Shareholder","Unreported",NA,"Shareholder",NA,NA
1677,"Adam Russell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1678,"Anna Sullivan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1679,"Brandon Hill","Shareholder","Unreported",NA,"Shareholder",NA,NA
1680,"Brian Banks","Shareholder","Unreported",NA,"Shareholder",NA,NA
1681,"Christine Reed","Shareholder","Unreported",NA,"Shareholder",NA,NA
1682,"Dakota Scott","Shareholder","Unreported",NA,"Shareholder",NA,NA
1683,"Danielle Calderon","Shareholder","Unreported",NA,"Shareholder",NA,NA
1684,"Donald Gonzales","Shareholder","Unreported",NA,"Shareholder",NA,NA
1685,"Elizabeth Hood","Shareholder","Unreported",NA,"Shareholder",NA,NA
1686,"Jack Austin","Company Contact","Unreported",NA,"Company Contact",NA,NA
1687,"Jack Black","Shareholder","Unreported",NA,"Shareholder",NA,NA
1688,"Jennifer Hughes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1689,"Julie Perez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1690,"Kenneth Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1691,"Mrs. Shari Bernard","Shareholder","Unreported",NA,"Shareholder",NA,NA
1692,"Patricia Alvarez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1693,"Patricia Barrera","Shareholder","Unreported",NA,"Shareholder",NA,NA
1694,"Robert Maddox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1695,"Rodney Sanchez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1696,"Ronald Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1697,"Sara Malone","Shareholder","Unreported",NA,"Shareholder",NA,NA
1698,"Shannon Gonzalez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1699,"Christina Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
1700,"Rebecca Kirk","Shareholder","Unreported",NA,"Shareholder",NA,NA
1701,"Stephanie Brown","Company Contact","Unreported",NA,"Company Contact",NA,NA
1702,"Heather Ellis","Company Contact","Unreported",NA,"Company Contact",NA,NA
1703,"Laura Maddox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1704,"Heather Chandler MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
1705,"Courtney Wright","Company Contact","Unreported",NA,"Company Contact",NA,NA
1706,"Christian Clayton","Company Contact","Unreported",NA,"Company Contact",NA,NA
1707,"Ashley Klein","Company Contact","Unreported",NA,"Company Contact",NA,NA
1708,"Anthony Payne","Shareholder","Unreported",NA,"Shareholder",NA,NA
1709,"Christy Lyons","Shareholder","Unreported",NA,"Shareholder",NA,NA
1710,"Danielle Rodriguez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1711,"Dylan Harris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1712,"Juan Bush","Company Contact","Unreported",NA,"Company Contact",NA,NA
1713,"Melissa Howe","Shareholder","Unreported",NA,"Shareholder",NA,NA
1714,"Phillip Hudson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1715,"William Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
1716,"Charles Brown","Company Contact","Unreported",NA,"Company Contact",NA,NA
1717,"Samantha Wang","Company Contact","Unreported",NA,"Company Contact",NA,NA
1718,"Aaron Parker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1719,"Daniel Harris","Company Contact","Unreported",NA,"Company Contact",NA,NA
1720,"Jesse Perez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1721,"Mrs. Jessica Krause MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1722,"Renee Watts","Company Contact","Unreported",NA,"Company Contact",NA,NA
1723,"Jessica Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1724,"Adam Stevens","Company Contact","Unreported",NA,"Company Contact",NA,NA
1725,"Alyssa Richards","Company Contact","Unreported",NA,"Company Contact",NA,NA
1726,"Marisa Bender","Company Contact","Unreported",NA,"Company Contact",NA,NA
1727,"Mr. Edward Butler","Company Contact","Unreported",NA,"Company Contact",NA,NA
1728,"Angel Conner","Shareholder","Unreported",NA,"Shareholder",NA,NA
1729,"Natasha Payne","Shareholder","Unreported",NA,"Shareholder",NA,NA
1730,"Tonya Allen","Company Contact","Unreported",NA,"Company Contact",NA,NA
1731,"Deborah Taylor","Company Contact","Unreported",NA,"Company Contact",NA,NA
1732,"Ricky Clark","Company Contact","Unreported",NA,"Company Contact",NA,NA
1733,"Benjamin Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1734,"Kyle Padilla","Shareholder","Unreported",NA,"Shareholder",NA,NA
1735,"Peter Maddox","Company Contact","Unreported",NA,"Company Contact",NA,NA
1736,"Angela Pierce","Shareholder","Unreported",NA,"Shareholder",NA,NA
1737,"Brittany Brandt","Shareholder","Unreported",NA,"Shareholder",NA,NA
1738,"Carol Warren","Shareholder","Unreported",NA,"Shareholder",NA,NA
1739,"Charles Preston","Shareholder","Unreported",NA,"Shareholder",NA,NA
1740,"Christopher Parker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1741,"Debbie Weaver","Shareholder","Unreported",NA,"Shareholder",NA,NA
1742,"Dennis Moore","Company Contact","Unreported",NA,"Company Contact",NA,NA
1743,"Mary Barajas","Shareholder","Unreported",NA,"Shareholder",NA,NA
1744,"Mary Hughes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1745,"Melvin Wilson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1746,"Michelle Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1747,"Rachel Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1748,"Randy Lee","Shareholder","Unreported",NA,"Shareholder",NA,NA
1749,"Rebecca Morgan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1750,"Roger Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1751,"Savannah Burton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1752,"Steven Gutierrez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1753,"Troy Gallagher","Shareholder","Unreported",NA,"Shareholder",NA,NA
1754,"Jessica Richmond","Shareholder","Unreported",NA,"Shareholder",NA,NA
1755,"John Taylor","Shareholder","Unreported",NA,"Shareholder",NA,NA
1756,"Sharon Ramsey","Shareholder","Unreported",NA,"Shareholder",NA,NA
1757,"Terry Shah","Company Contact","Unreported",NA,"Company Contact",NA,NA
1758,"Amy Gonzalez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1759,"Casey Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1760,"Damon Chandler","Company Contact","Unreported",NA,"Company Contact",NA,NA
1761,"Daniel Abbott","Shareholder","Unreported",NA,"Shareholder",NA,NA
1762,"Michael Cooper","Shareholder","Unreported",NA,"Shareholder",NA,NA
1763,"Michael Powell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1764,"Nicole Sutton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1765,"Roger Nelson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1766,"Wendy Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1767,"Ashley Gonzalez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1768,"Eric Collins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1769,"Alexander Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
1770,"Joshua Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
1771,"William Roberts","Company Contact","Unreported",NA,"Company Contact",NA,NA
1772,"Christian Taylor","Company Contact","Unreported",NA,"Company Contact",NA,NA
1773,"Mrs. Samantha Wong","Shareholder","Unreported",NA,"Shareholder",NA,NA
1774,"Patrick Ryan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1775,"Tommy Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1776,"Alyssa Nichols","Shareholder","Unreported",NA,"Shareholder",NA,NA
1777,"Anthony Burns","Shareholder","Unreported",NA,"Shareholder",NA,NA
1778,"Anthony Harris","Ultimate Beneficial Owner","Unreported",NA,"Company","yes",NA
1779,"Antonio Mitchell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1780,"Ashley Adams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1781,"Connor Thompson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1782,"Cynthia Torres","Shareholder","Unreported",NA,"Shareholder",NA,NA
1783,"Diamond Mendoza","Shareholder","Unreported",NA,"Shareholder",NA,NA
1784,"Dr. James Anderson DVM","Shareholder","Unreported",NA,"Shareholder",NA,NA
1785,"Jamie Hughes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1786,"Jason Garrett","Shareholder","Unreported",NA,"Shareholder",NA,NA
1787,"John Huynh","Shareholder","Unreported",NA,"Shareholder",NA,NA
1788,"Kathryn Tran","Shareholder","Unreported",NA,"Shareholder",NA,NA
1789,"Kevin Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1790,"Kirk Thornton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1791,"Mark Stephens DVM","Shareholder","Unreported",NA,"Shareholder",NA,NA
1792,"Melanie Fox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1793,"Melinda Ward","Shareholder","Unreported",NA,"Shareholder",NA,NA
1794,"Melody Gilmore","Shareholder","Unreported",NA,"Shareholder",NA,NA
1795,"Natalie Whitaker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1796,"Patricia Edwards","Shareholder","Unreported",NA,"Shareholder",NA,NA
1797,"Penny Castaneda","Shareholder","Unreported",NA,"Shareholder",NA,NA
1798,"Robert Allen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1799,"Scott Torres","Shareholder","Unreported",NA,"Shareholder",NA,NA
1800,"Sharon Lucero","Shareholder","Unreported",NA,"Shareholder",NA,NA
1801,"Teresa Robles","Shareholder","Unreported",NA,"Shareholder",NA,NA
1802,"Jerry Daniel","Shareholder","Unreported",NA,"Shareholder",NA,NA
1803,"Jessica Holmes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1804,"Kevin Banks","Shareholder","Unreported",NA,"Shareholder",NA,NA
1805,"Kim Wilcox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1806,"Laurie Hutchinson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1807,"Lindsay Walsh","Shareholder","Unreported",NA,"Shareholder",NA,NA
1808,"Rachel Clarke","Shareholder","Unreported",NA,"Shareholder",NA,NA
1809,"Erica Roberts","Company Contact","Unreported",NA,"Company Contact",NA,NA
1810,"Timothy Reese","Shareholder","Unreported",NA,"Shareholder",NA,NA
1811,"Arthur Schwartz","Shareholder","Unreported",NA,"Shareholder",NA,NA
1812,"Carol Anderson DDS","Shareholder","Unreported",NA,"Shareholder",NA,NA
1813,"Cheryl Holt","Shareholder","Unreported",NA,"Shareholder",NA,NA
1814,"Cory King","Shareholder","Unreported",NA,"Shareholder",NA,NA
1815,"Elaine Daniels","Shareholder","Unreported",NA,"Shareholder",NA,NA
1816,"Jane Lane","Shareholder","Unreported",NA,"Shareholder",NA,NA
1817,"Karina Martinez MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1818,"Madeline Jensen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1819,"Miguel Robinson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1820,"Steven Green","Shareholder","Unreported",NA,"Shareholder",NA,NA
1821,"Travis Allen","Company Contact","Unreported",NA,"Company Contact",NA,NA
1822,"Allen Taylor","Shareholder","Unreported",NA,"Shareholder",NA,NA
1823,"Casey Morrison","Shareholder","Unreported",NA,"Shareholder",NA,NA
1824,"Deborah Berger","Shareholder","Unreported",NA,"Shareholder",NA,NA
1825,"Karen Hall","Company Contact","Unreported",NA,"Company Contact",NA,NA
1826,"Melissa Fisher","Shareholder","Unreported",NA,"Shareholder",NA,NA
1827,"Sarah Barber","Shareholder","Unreported",NA,"Shareholder",NA,NA
1828,"Sarah Fields","Shareholder","Unreported",NA,"Shareholder",NA,NA
1829,"Christopher Perez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1830,"Christopher Stephenson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1831,"David Jackson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1832,"Dustin Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1833,"James Wade","Shareholder","Unreported",NA,"Shareholder",NA,NA
1834,"Jay Nichols","Company Contact","Unreported",NA,"Company Contact",NA,NA
1835,"Jennifer Tran","Shareholder","Unreported",NA,"Shareholder",NA,NA
1836,"Jesse Mcintosh","Shareholder","Unreported",NA,"Shareholder",NA,NA
1837,"Julia Cox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1838,"Lisa Peterson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1839,"Lisa Ward","Shareholder","Unreported",NA,"Shareholder",NA,NA
1840,"Martin Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
1841,"Michael Carter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1842,"Sharon Bell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1843,"Sharon Phelps","Shareholder","Unreported",NA,"Shareholder",NA,NA
1844,"Stanley Hudson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1845,"Stephanie Olson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1846,"Steven Marquez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1847,"Timothy Butler","Shareholder","Unreported",NA,"Shareholder",NA,NA
1848,"Andrew Watkins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1849,"Melissa Summers","Company Contact","Unreported",NA,"Company Contact",NA,NA
1850,"Clayton Knight","Company Contact","Unreported",NA,"Company Contact",NA,NA
1851,"Thomas Neal","Company Contact","Unreported",NA,"Company Contact",NA,NA
1852,"Jeffrey Townsend","Shareholder","Unreported",NA,"Shareholder",NA,NA
1853,"Robert Ballard","Company Contact","Unreported",NA,"Company Contact",NA,NA
1854,"Elaine Lewis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1855,"Jason Anthony","Company Contact","Unreported",NA,"Company Contact",NA,NA
1856,"Charles Gregory","Shareholder","Unreported",NA,"Shareholder",NA,NA
1857,"Diana Hall","Shareholder","Unreported",NA,"Shareholder",NA,NA
1858,"Jasmine White","Shareholder","Unreported",NA,"Shareholder",NA,NA
1859,"Jason Velasquez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1860,"Terri Schaefer","Company Contact","Unreported",NA,"Company Contact",NA,NA
1861,"Patrick Allen","Company Contact","Unreported",NA,"Company Contact",NA,NA
1862,"Jerry Davis","Company Contact","Unreported",NA,"Company Contact",NA,NA
1863,"James Clark","Company Contact","Unreported",NA,"Company Contact",NA,NA
1864,"Julie Porter","Shareholder","Unreported",NA,"Shareholder",NA,NA
1865,"Megan Wyatt","Company Contact","Unreported",NA,"Company Contact",NA,NA
1866,"Thomas Molina","Company Contact","Unreported",NA,"Company Contact",NA,NA
1867,"Daniel Rodriguez","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1868,"Jason Cardenas","Shareholder","Unreported",NA,"Shareholder",NA,NA
1869,"Antonio Terrell","Company Contact","Unreported",NA,"Company Contact",NA,NA
1870,"Cynthia Lee","Company Contact","Unreported",NA,"Company Contact",NA,NA
1871,"Casey Mosley","Shareholder","Unreported",NA,"Shareholder",NA,NA
1872,"Donald Hawkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
1873,"Felicia Oliver","Shareholder","Unreported",NA,"Shareholder",NA,NA
1874,"Laura Pennington","Company Contact","Unreported",NA,"Company Contact",NA,NA
1875,"Thomas Greene","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1876,"Benjamin Glass","Company Contact","Unreported",NA,"Company Contact",NA,NA
1877,"Adrian Blevins","Shareholder","Unreported",NA,"Shareholder",NA,NA
1878,"Ashley Pitts","Company Contact","Unreported",NA,"Company Contact",NA,NA
1879,"Jennifer Garrison","Shareholder","Unreported",NA,"Shareholder",NA,NA
1880,"Julian Mcclain","Shareholder","Unreported",NA,"Shareholder",NA,NA
1881,"Mr. Hunter Roy","Shareholder","Unreported",NA,"Shareholder",NA,NA
1882,"Sonia Gates","Company Contact","Unreported",NA,"Company Contact",NA,NA
1883,"Dorothy Peterson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1884,"Jeffery Singleton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1885,"Jennifer Flores","Shareholder","Unreported",NA,"Shareholder",NA,NA
1886,"Kimberly Cantrell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1887,"Leslie Mcmillan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1888,"Michael Jackson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1889,"Paul Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1890,"Richard Gamble","Shareholder","Unreported",NA,"Shareholder",NA,NA
1891,"Robin Ramirez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1892,"Sarah Oliver","Shareholder","Unreported",NA,"Shareholder",NA,NA
1893,"Steven Cunningham","Shareholder","Unreported",NA,"Shareholder",NA,NA
1894,"William Davis","Company Contact","Unreported",NA,"Company Contact",NA,NA
1895,"William Kim","Shareholder","Unreported",NA,"Shareholder",NA,NA
1896,"John Koch","Company Contact","Unreported",NA,"Company Contact",NA,NA
1897,"Megan Brooks","Company Contact","Unreported",NA,"Company Contact",NA,NA
1898,"Casey Kline","Company Contact","Unreported",NA,"Company Contact",NA,NA
1899,"Ashley Sosa","Company Contact","Unreported",NA,"Company Contact",NA,NA
1900,"Laura Small","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1901,"Lori Martinez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1902,"Sarah Holmes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1903,"Kylie Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
1904,"Ashley Ward","Company Contact","Unreported",NA,"Company Contact",NA,NA
1905,"Johnny Obrien","Shareholder","Unreported",NA,"Shareholder",NA,NA
